crop,region,month,quantity_kg,price_per_kg
Irish Potato,Rwanda,3,500.0,693.49
Irish Potato,Liberia,7,50.0,78.11
Tomato,Rwanda,1,50.0,944.38
Rice,Congo (DRC),9,100.0,1955.03
Plantain,Rwanda,2,25.0,761.74
Onion,Gabon,3,500.0,286.11
Plantain,Mauritius,6,1000.0,18.46
Maize,Niger,8,1000.0,141.26
Beans,Burkina Faso,9,250.0,620.46
Rice,Botswana,5,100.0,12.06
Tomato,Egypt,7,50.0,34.81
Irish Potato,Libya,4,500.0,2.31
Cocoa,Uganda,4,250.0,11145.03
Rice,Sudan,9,100.0,432.62
Cassava,Central African Republic,3,250.0,132.41
Plantain,Egypt,6,10.0,22.5
Onion,Ghana,7,100.0,9.71
Beans,Angola,9,250.0,912.17
Rice,Mozambique,10,10.0,45.15
Beans,Cote d'Ivoire,5,100.0,604.26
Irish Potato,Sierra Leone,1,50.0,12502.24
Cassava,Mauritania,2,10.0,8.49
Irish Potato,Eswatini,11,50.0,8.62
Maize,Seychelles,11,1000.0,3.88
Coffee,Mauritania,3,500.0,148.14
Irish Potato,Seychelles,7,250.0,5.39
Coffee,Zambia,9,10.0,91.4
Coffee,Madagascar,7,25.0,16633.41
Maize,Zimbabwe,3,10.0,8.87
Tomato,South Africa,7,50.0,12.38
Tomato,Zambia,4,100.0,16.57
Irish Potato,Uganda,12,25.0,2007.71
Maize,Burkina Faso,7,50.0,182.18
Irish Potato,Liberia,12,1000.0,89.58
Cocoa,Liberia,9,1000.0,464.29
Tomato,Egypt,5,500.0,30.68
Rice,Libya,11,1000.0,2.98
Irish Potato,Equatorial Guinea,3,10.0,314.7
Plantain,Comoros,9,250.0,183.9
Plantain,Namibia,5,25.0,9.25
Beans,Eswatini,4,500.0,16.99
Onion,Ethiopia,2,500.0,57.33
Cassava,Congo (DRC),1,1000.0,451.52
Irish Potato,Benin,7,100.0,264.79
Coffee,Congo (Republic),9,500.0,2005.1
Cassava,Sierra Leone,11,1000.0,3130.92
Tomato,Nigeria,5,250.0,945.18
Beans,Eswatini,7,25.0,18.37
Cocoa,Libya,10,25.0,14.7
Rice,Algeria,1,1000.0,92.76
Cassava,Benin,12,10.0,103.7
Rice,Djibouti,10,10.0,120.84
Cassava,Comoros,11,50.0,81.5
Coffee,Eswatini,5,50.0,78.75
Onion,Angola,3,25.0,483.54
Plantain,Zimbabwe,5,1000.0,10.85
Irish Potato,Libya,12,50.0,2.67
Maize,Senegal,9,500.0,166.93
Tomato,Guinea,2,500.0,5249.61
Irish Potato,Equatorial Guinea,1,1000.0,265.22
Coffee,Zimbabwe,6,500.0,90.89
Cassava,Mozambique,2,10.0,13.31
Irish Potato,Sierra Leone,10,250.0,10127.72
Rice,Burundi,10,25.0,2097.42
Cocoa,Benin,8,100.0,1929.91
Coffee,Gambia,11,50.0,223.02
Tomato,Djibouti,11,1000.0,116.29
Irish Potato,Eritrea,9,100.0,6.65
Beans,Cote d'Ivoire,5,100.0,604.94
Irish Potato,Ethiopia,8,100.0,53.65
Beans,Somalia,12,25.0,814.84
Maize,Seychelles,6,1000.0,3.5
Tomato,Cameroon,12,100.0,437.9
Cassava,Somalia,4,250.0,127.17
Tomato,Tunisia,12,10.0,2.23
Rice,Nigeria,4,10.0,1420.59
Tomato,Somalia,1,10.0,384.43
Cassava,Cote d'Ivoire,1,250.0,112.09
Rice,Tunisia,4,1000.0,2.56
Cassava,Eritrea,2,250.0,3.16
Beans,Guinea,6,25.0,7755.2
Irish Potato,Zimbabwe,10,100.0,13.46
Cassava,Lesotho,10,1000.0,3.1
Cocoa,Cabo Verde,8,1000.0,262.5
Rice,Equatorial Guinea,4,50.0,536.86
Irish Potato,Ghana,4,25.0,7.75
Cocoa,Cote d'Ivoire,6,250.0,2095.8
Plantain,Benin,2,250.0,332.77
Plantain,Mozambique,6,10.0,28.48
Cocoa,Sao Tome and Principe,5,1000.0,63.84
Cocoa,Eritrea,12,50.0,39.77
Beans,Equatorial Guinea,11,10.0,704.24
Plantain,Cote d'Ivoire,8,50.0,230.6
Onion,Djibouti,4,250.0,94.63
Cassava,Eswatini,9,100.0,3.53
Maize,Gabon,4,250.0,211.96
Cassava,Libya,2,1000.0,0.89
Rice,Botswana,9,100.0,10.24
Plantain,Zimbabwe,10,100.0,11.81
Beans,Malawi,1,10.0,2126.99
Maize,Liberia,1,500.0,59.77
Plantain,Mauritius,12,250.0,20.9
Plantain,South Africa,7,1000.0,6.91
Maize,Malawi,9,25.0,568.19
Irish Potato,Mozambique,6,50.0,26.67
Cocoa,Eswatini,9,250.0,50.48
Onion,Burundi,6,1000.0,1539.32
Maize,Comoros,4,50.0,165.53
Tomato,Nigeria,8,250.0,1234.13
Onion,Equatorial Guinea,9,10.0,359.28
Onion,Benin,11,10.0,375.59
Coffee,Uganda,4,500.0,14702.92
Cassava,Lesotho,11,100.0,3.0
Irish Potato,Libya,7,100.0,2.12
Onion,Tanzania,8,1000.0,1477.31
Rice,Gabon,1,25.0,507.59
Tomato,Egypt,4,25.0,30.67
Cocoa,Lesotho,8,1000.0,50.08
Coffee,Botswana,1,50.0,50.05
Cassava,Djibouti,5,1000.0,34.42
Tomato,Comoros,2,250.0,250.5
Cocoa,Mali,2,50.0,1839.66
Rice,Cameroon,9,50.0,452.92
Cassava,South Sudan,10,50.0,614.58
Onion,Botswana,4,25.0,7.94
Plantain,Rwanda,12,50.0,676.29
Maize,Botswana,12,1000.0,3.81
Maize,Burkina Faso,4,10.0,203.5
Plantain,South Sudan,9,25.0,1208.5
Irish Potato,Guinea,4,500.0,4305.69
Maize,Liberia,11,1000.0,54.68
Plantain,Somalia,12,10.0,286.31
Maize,Sudan,2,250.0,222.66
Irish Potato,Djibouti,10,50.0,96.92
Rice,Libya,4,100.0,4.8
Onion,Equatorial Guinea,10,25.0,327.39
Maize,Central African Republic,10,1000.0,172.61
Plantain,Cameroon,6,250.0,261.34
Maize,Congo (Republic),6,25.0,188.14
Tomato,Benin,4,500.0,404.53
Cassava,Benin,5,500.0,141.73
Cocoa,Mali,5,500.0,1686.32
Plantain,Algeria,4,250.0,63.41
Coffee,Cote d'Ivoire,5,25.0,2799.35
Rice,Madagascar,8,250.0,3529.61
Onion,Sao Tome and Principe,6,1000.0,11.09
Cassava,Cote d'Ivoire,7,100.0,134.44
Cocoa,Eritrea,7,1000.0,46.18
Coffee,Zambia,6,50.0,111.32
Coffee,Lesotho,5,10.0,81.99
Coffee,Libya,2,10.0,18.93
Irish Potato,Cabo Verde,2,25.0,53.74
Cocoa,Burundi,2,1000.0,6392.21
Tomato,Botswana,1,250.0,8.72
Cassava,Sao Tome and Principe,1,500.0,4.35
Cocoa,Mali,6,50.0,2179.71
Tomato,Uganda,1,250.0,2479.13
Beans,Guinea,9,500.0,8009.18
Beans,Central African Republic,1,25.0,751.02
Rice,Kenya,11,250.0,89.95
Beans,Gambia,11,250.0,85.11
Rice,Mozambique,8,500.0,46.85
Cassava,Seychelles,10,250.0,2.58
Maize,Mauritania,10,10.0,12.61
Cocoa,Libya,12,1000.0,10.43
Rice,Burkina Faso,5,250.0,481.68
Maize,Rwanda,11,500.0,445.21
Coffee,Mali,4,50.0,2558.38
Cocoa,South Sudan,1,500.0,7779.65
Cassava,Ethiopia,4,10.0,28.0
Rice,Comoros,2,50.0,378.63
Rice,Liberia,12,25.0,138.86
Cassava,Eswatini,1,500.0,3.36
Cocoa,Senegal,10,500.0,1544.91
Tomato,Gambia,3,10.0,41.66
Coffee,Sudan,8,100.0,2117.73
Onion,Congo (DRC),9,500.0,1890.46
Tomato,Angola,8,250.0,704.9
Beans,Somalia,9,25.0,622.19
Plantain,Tunisia,8,1000.0,1.09
Irish Potato,Morocco,11,100.0,4.9
Cocoa,Cabo Verde,4,10.0,300.02
Rice,South Africa,5,25.0,15.25
Coffee,Madagascar,12,25.0,15013.42
Rice,Malawi,10,50.0,1206.36
Cassava,Togo,6,25.0,142.43
Maize,Tanzania,12,500.0,857.64
Plantain,Mauritius,8,250.0,19.46
Plantain,Algeria,1,1000.0,53.71
Tomato,Seychelles,2,50.0,8.59
Cocoa,Liberia,4,100.0,635.45
Plantain,Eswatini,10,25.0,7.68
Cocoa,Gabon,1,1000.0,1365.39
Onion,Eritrea,12,50.0,8.77
Cassava,Lesotho,2,250.0,3.26
Rice,Egypt,7,250.0,39.86
Cassava,Djibouti,4,100.0,41.75
Cocoa,Mauritius,8,250.0,152.78
Cassava,Liberia,9,250.0,36.76
Beans,Benin,9,10.0,681.61
Maize,Zimbabwe,5,10.0,8.29
Onion,Sao Tome and Principe,6,500.0,13.19
Tomato,Mauritius,4,250.0,30.62
Coffee,Cabo Verde,2,1000.0,316.18
Cassava,South Africa,5,10.0,4.52
Rice,Algeria,8,100.0,108.76
Cassava,Central African Republic,3,100.0,135.88
Cocoa,Senegal,8,1000.0,1634.6
Cocoa,Cabo Verde,10,50.0,275.69
Beans,Burkina Faso,5,50.0,622.77
Plantain,Uganda,6,50.0,1707.48
Plantain,Guinea-Bissau,9,500.0,218.4
Tomato,Cameroon,6,250.0,374.92
Irish Potato,Mozambique,1,50.0,35.76
Coffee,Somalia,7,100.0,2262.92
Maize,Djibouti,2,100.0,69.06
Rice,South Sudan,7,500.0,2400.85
Rice,Sudan,11,1000.0,410.29
Plantain,Tunisia,11,100.0,1.38
Irish Potato,Malawi,5,50.0,826.57
Onion,Cote d'Ivoire,12,10.0,362.13
Cocoa,Sudan,7,250.0,1979.7
Tomato,Guinea,3,100.0,5404.41
Cassava,Somalia,5,25.0,144.92
Cocoa,Senegal,12,250.0,1548.85
Cassava,Egypt,10,1000.0,8.49
Coffee,Sierra Leone,1,250.0,74160.9
Maize,Zimbabwe,3,50.0,9.67
Rice,Sao Tome and Principe,1,100.0,19.36
Cassava,Gambia,5,100.0,17.62
Irish Potato,Congo (Republic),4,500.0,274.96
Coffee,Gambia,7,25.0,262.88
Plantain,Sierra Leone,5,1000.0,9825.22
Irish Potato,Mali,5,100.0,291.0
Plantain,Guinea-Bissau,4,50.0,281.44
Rice,Mali,3,100.0,563.88
Irish Potato,Somalia,9,500.0,239.24
Onion,Sierra Leone,7,500.0,13583.52
Maize,Mali,8,25.0,180.18
Rice,Congo (Republic),9,250.0,430.48
Beans,Liberia,2,1000.0,191.68
Maize,Sudan,3,1000.0,195.91
Plantain,Angola,12,50.0,438.59
Cocoa,Niger,9,100.0,1812.55
Irish Potato,Sierra Leone,7,250.0,9753.72
Plantain,Tanzania,4,25.0,1344.05
Plantain,Morocco,10,1000.0,3.37
Rice,Cote d'Ivoire,10,10.0,450.07
Coffee,Congo (Republic),4,100.0,2391.0
Beans,Algeria,6,100.0,124.26
Coffee,Sierra Leone,4,50.0,89071.52
Beans,Chad,4,500.0,581.13
Rice,Cameroon,2,50.0,511.37
Cocoa,Algeria,9,50.0,420.34
Maize,Eswatini,7,25.0,5.44
Irish Potato,Chad,1,100.0,364.34
Maize,Mali,12,10.0,213.35
Plantain,Chad,3,500.0,317.24
Beans,Seychelles,3,25.0,15.34
Irish Potato,Lesotho,12,10.0,10.38
Maize,Rwanda,7,500.0,356.15
Plantain,Sudan,5,500.0,293.44
Plantain,Niger,7,250.0,261.99
Beans,Mozambique,10,1000.0,66.37
Plantain,Eritrea,1,10.0,7.83
Plantain,Guinea-Bissau,2,250.0,306.88
Cocoa,Zimbabwe,4,25.0,82.59
Cassava,Sudan,2,10.0,126.45
Onion,Ethiopia,8,250.0,78.23
Tomato,Djibouti,7,10.0,138.36
Irish Potato,Burundi,2,250.0,1639.71
Rice,Congo (DRC),10,250.0,1831.28
Irish Potato,Madagascar,7,1000.0,1610.58
Plantain,South Africa,9,10.0,6.77
Cassava,Zimbabwe,10,500.0,4.48
Plantain,Mauritius,11,50.0,19.43
Irish Potato,Senegal,5,1000.0,257.97
Onion,Botswana,6,250.0,7.68
Cassava,Cote d'Ivoire,8,50.0,134.36
Irish Potato,Chad,11,25.0,309.61
Cassava,Sudan,3,250.0,130.93
Beans,Angola,6,100.0,856.38
Irish Potato,Mauritania,4,100.0,19.96
Irish Potato,Egypt,9,250.0,23.08
Cocoa,Uganda,12,1000.0,8001.89
Maize,Kenya,3,25.0,44.87
Plantain,Rwanda,2,25.0,734.29
Plantain,Guinea-Bissau,3,500.0,310.91
Rice,Morocco,12,250.0,7.29
Plantain,Gabon,8,10.0,249.8
Rice,Guinea,7,100.0,7491.52
Irish Potato,Congo (DRC),5,250.0,1331.32
Plantain,Botswana,1,500.0,6.16
Onion,Gabon,4,100.0,325.25
Beans,Eritrea,7,500.0,13.4
Beans,Mozambique,12,100.0,83.45
Coffee,Ghana,9,100.0,56.12
Plantain,Burundi,5,50.0,1514.46
Cocoa,Ghana,8,100.0,46.86
Cassava,Angola,10,250.0,150.87
Maize,Angola,6,25.0,275.38
Cocoa,Congo (DRC),2,25.0,7928.57
Rice,Libya,7,10.0,3.88
Tomato,Burundi,4,100.0,1914.61
Beans,Madagascar,4,25.0,4880.56
Beans,Tunisia,5,10.0,3.11
Tomato,Cameroon,11,1000.0,417.16
Onion,Mauritania,7,1000.0,20.85
Rice,Zambia,5,25.0,22.68
Plantain,Ghana,2,50.0,8.17
Rice,Central African Republic,6,1000.0,445.64
Onion,Mozambique,4,1000.0,31.21
Beans,Togo,5,100.0,567.84
Cocoa,Central African Republic,7,100.0,2079.99
Tomato,Guinea-Bissau,4,25.0,410.12
Cassava,South Sudan,11,10.0,534.27
Irish Potato,Zimbabwe,7,10.0,10.97
Tomato,Namibia,8,10.0,12.91
Cassava,Namibia,5,250.0,4.85
Rice,Niger,7,250.0,491.17
Coffee,Malawi,9,1000.0,5420.55
Irish Potato,Kenya,9,50.0,56.82
Coffee,Cote d'Ivoire,8,10.0,2016.67
Cocoa,Congo (Republic),2,500.0,1557.25
Onion,Egypt,9,50.0,32.81
Plantain,Sierra Leone,1,1000.0,9434.09
Coffee,Central African Republic,2,500.0,2119.09
Beans,Togo,10,100.0,669.68
Onion,Central African Republic,7,10.0,377.21
Onion,Zambia,11,10.0,16.31
Tomato,Cote d'Ivoire,12,100.0,437.11
Cocoa,Egypt,2,250.0,143.92
Cassava,Kenya,3,250.0,27.62
Cassava,Tunisia,12,100.0,0.55
Tomato,Mozambique,9,250.0,54.52
Onion,Sudan,3,250.0,311.57
Irish Potato,Burundi,9,250.0,1453.58
Irish Potato,Cote d'Ivoire,6,10.0,258.83
Coffee,Central African Republic,3,250.0,2224.14
Coffee,Somalia,2,50.0,2216.17
Cocoa,Malawi,1,100.0,4629.25
Tomato,Congo (DRC),11,1000.0,1864.95
Onion,Somalia,8,250.0,320.16
Cassava,Sao Tome and Principe,1,10.0,4.43
Onion,Mali,7,10.0,414.82
Irish Potato,Sao Tome and Principe,4,50.0,10.95
Beans,Senegal,6,250.0,564.88
Cocoa,Nigeria,10,1000.0,3671.14
Plantain,Eritrea,6,25.0,6.91
Rice,Sao Tome and Principe,8,100.0,16.44
Tomato,Equatorial Guinea,5,10.0,408.47
Cocoa,South Sudan,1,250.0,8199.02
Beans,Seychelles,5,10.0,13.77
Rice,Congo (Republic),2,1000.0,428.84
Irish Potato,Mauritius,11,10.0,25.02
Plantain,Morocco,11,50.0,4.26
Onion,Senegal,6,100.0,353.08
Rice,Morocco,9,1000.0,6.95
Cassava,Sudan,6,10.0,138.16
Maize,Seychelles,8,250.0,3.61
Tomato,Central African Republic,11,25.0,450.97
Cassava,Mauritania,10,100.0,8.08
Tomato,Sudan,4,50.0,369.58
Coffee,Ghana,8,25.0,64.83
Maize,Guinea-Bissau,4,10.0,221.64
Maize,Somalia,7,500.0,144.4
Maize,Tanzania,8,50.0,671.27
Maize,Mauritania,10,25.0,12.86
Cassava,Cabo Verde,3,250.0,20.92
Cocoa,Senegal,7,50.0,1959.41
Beans,Guinea-Bissau,9,100.0,677.79
Rice,Sudan,3,1000.0,414.67
Rice,Zambia,2,100.0,22.99
Cassava,Burkina Faso,4,50.0,139.7
Coffee,Uganda,3,25.0,14011.54
Irish Potato,Senegal,4,250.0,295.59
Plantain,Eritrea,9,250.0,6.09
Maize,Tunisia,4,50.0,1.06
Rice,Nigeria,8,250.0,1263.59
Beans,Morocco,2,25.0,11.27
Cocoa,Djibouti,12,25.0,472.25
Coffee,Eritrea,10,50.0,54.01
Maize,Comoros,9,25.0,128.26
Cassava,Cabo Verde,8,250.0,19.2
Tomato,Guinea,3,1000.0,4238.66
Onion,Benin,4,500.0,315.57
Plantain,South Africa,7,10.0,7.91
Maize,Gabon,1,50.0,221.89
Beans,Zimbabwe,1,10.0,33.22
Beans,Morocco,1,500.0,11.67
Tomato,South Sudan,4,25.0,1960.24
Tomato,Mauritania,4,50.0,26.4
Rice,Comoros,6,50.0,394.34
Cocoa,Botswana,10,1000.0,34.55
Irish Potato,Zimbabwe,2,1000.0,12.08
Maize,Nigeria,1,250.0,531.72
Cassava,Burundi,1,25.0,644.67
Cocoa,Mauritania,4,1000.0,104.92
Tomato,Nigeria,7,1000.0,943.33
Rice,Benin,2,1000.0,467.34
Onion,Algeria,1,100.0,72.49
Irish Potato,Cote d'Ivoire,10,100.0,282.13
Maize,Botswana,12,10.0,5.03
Tomato,South Sudan,2,25.0,2034.54
Cassava,Comoros,8,10.0,92.13
Beans,Niger,3,250.0,656.04
Cassava,Madagascar,7,10.0,1020.82
Plantain,Tunisia,7,500.0,1.31
Cocoa,Togo,9,250.0,1838.42
Cocoa,Ghana,2,10.0,43.53
Cassava,Burundi,12,10.0,596.65
Tomato,Niger,12,500.0,433.44
Onion,Cameroon,11,500.0,315.75
Onion,Algeria,10,25.0,80.69
Cocoa,Djibouti,7,500.0,549.8
Cassava,Niger,3,10.0,135.92
Coffee,Namibia,6,25.0,73.62
Rice,Lesotho,3,100.0,18.17
Tomato,Liberia,5,10.0,124.61
Maize,Cameroon,6,1000.0,165.25
Cassava,Ethiopia,9,50.0,24.35
Coffee,Malawi,9,1000.0,5027.97
Tomato,Cabo Verde,11,100.0,75.4
Cassava,Sierra Leone,8,1000.0,4202.04
Tomato,Zambia,7,100.0,19.49
Coffee,Lesotho,9,10.0,61.05
Maize,Burundi,10,50.0,941.31
Tomato,Benin,1,10.0,384.89
Cassava,Botswana,1,100.0,2.49
Maize,Congo (Republic),6,25.0,189.27
Rice,Uganda,4,10.0,3695.91
Rice,Mauritania,3,250.0,36.41
Plantain,Nigeria,7,500.0,690.78
Beans,Libya,2,50.0,5.76
Onion,Mozambique,6,10.0,39.98
Tomato,Burundi,2,25.0,1870.07
Maize,Mauritius,2,50.0,16.37
Tomato,Guinea,6,50.0,5621.3
Irish Potato,Mali,7,100.0,262.83
Maize,Zambia,5,500.0,7.39
Cocoa,Kenya,2,10.0,362.9
Beans,Eritrea,6,25.0,14.63
Coffee,Botswana,3,10.0,57.22
Rice,Botswana,2,1000.0,9.67
Plantain,Madagascar,10,250.0,1922.65
Beans,Botswana,3,500.0,14.72
Maize,Burkina Faso,10,50.0,190.17
Coffee,Guinea,10,250.0,26850.4
Plantain,Mauritania,3,500.0,20.06
Maize,South Africa,11,100.0,5.42
Maize,Tunisia,6,25.0,0.98
Maize,Cote d'Ivoire,6,50.0,179.52
Rice,Libya,7,1000.0,3.21
Coffee,Libya,3,50.0,18.53
Rice,Central African Republic,3,10.0,545.14
Beans,Namibia,10,500.0,20.56
Cocoa,Senegal,4,50.0,1889.17
Plantain,Cabo Verde,11,10.0,46.74
Cassava,Lesotho,4,50.0,4.07
Coffee,Kenya,7,250.0,476.38
Cocoa,Eritrea,3,50.0,47.78
Cocoa,Mauritania,2,50.0,112.36
Plantain,Niger,4,250.0,305.03
Rice,Guinea,1,1000.0,5837.21
Cocoa,South Sudan,1,25.0,8472.29
Irish Potato,Ghana,8,10.0,7.07
Plantain,Guinea-Bissau,4,1000.0,278.66
Tomato,South Sudan,6,1000.0,1902.69
Plantain,Comoros,7,250.0,191.27
Coffee,Uganda,7,100.0,14335.44
Cocoa,Cameroon,5,250.0,2040.0
Onion,Angola,3,500.0,470.71
Cocoa,Burkina Faso,9,10.0,1816.61
Beans,Morocco,11,10.0,12.68
Beans,Libya,6,1000.0,3.93
Cocoa,Sierra Leone,5,100.0,74499.74
Cocoa,Liberia,9,10.0,577.03
Coffee,Cameroon,7,100.0,2322.89
Beans,Equatorial Guinea,8,25.0,587.35
Maize,Seychelles,9,10.0,4.4
Cassava,South Sudan,6,50.0,707.03
Tomato,Gambia,5,25.0,47.98
Onion,Burkina Faso,11,1000.0,308.47
Beans,Somalia,9,100.0,616.98
Coffee,Zimbabwe,6,25.0,113.81
Tomato,Malawi,12,50.0,1224.05
Beans,Algeria,8,250.0,138.3
Irish Potato,Comoros,1,10.0,241.09
Tomato,Sudan,2,50.0,384.51
Onion,Sao Tome and Principe,4,50.0,11.51
Maize,Niger,10,100.0,186.25
Maize,Angola,2,1000.0,288.3
Cassava,Tunisia,3,1000.0,0.59
Maize,Seychelles,4,100.0,4.5
Rice,Algeria,5,50.0,120.11
Maize,Seychelles,1,250.0,4.65
Beans,Equatorial Guinea,10,1000.0,578.56
Plantain,Guinea-Bissau,10,100.0,259.86
Rice,Madagascar,9,100.0,3011.74
Beans,Togo,3,1000.0,597.71
Cassava,Guinea,5,250.0,1859.0
Coffee,Malawi,7,250.0,7141.38
Irish Potato,Congo (DRC),8,100.0,1131.19
Coffee,Algeria,12,500.0,377.33
Rice,Cabo Verde,7,500.0,71.87
Irish Potato,Sao Tome and Principe,5,50.0,10.97
Coffee,Ghana,12,100.0,51.73
Onion,Morocco,12,500.0,4.86
Irish Potato,Lesotho,6,500.0,7.54
Beans,Egypt,7,1000.0,43.53
Tomato,Zimbabwe,3,1000.0,13.03
Cocoa,Sao Tome and Principe,11,250.0,61.16
Maize,Madagascar,10,500.0,1297.24
Onion,South Sudan,11,10.0,1822.75
Irish Potato,Liberia,12,100.0,108.84
Coffee,Central African Republic,5,500.0,2535.87
Beans,Benin,12,10.0,713.49
Maize,Central African Republic,8,250.0,168.93
Onion,Congo (Republic),9,250.0,380.52
Cassava,Equatorial Guinea,5,1000.0,129.79
Plantain,Sudan,6,25.0,262.91
Onion,Kenya,6,100.0,86.44
Tomato,Cabo Verde,3,500.0,59.44
Onion,Madagascar,4,50.0,2483.14
Cassava,Egypt,1,500.0,8.51
Plantain,Togo,7,250.0,257.2
Plantain,Nigeria,8,100.0,642.4
Cocoa,Chad,4,1000.0,1757.04
Irish Potato,South Sudan,1,100.0,1794.78
Cassava,Equatorial Guinea,3,500.0,122.76
Cassava,Equatorial Guinea,11,100.0,105.75
Plantain,Gabon,2,500.0,288.54
Irish Potato,Sao Tome and Principe,2,10.0,12.05
Onion,Seychelles,8,50.0,9.78
Rice,Togo,11,500.0,417.94
Tomato,Lesotho,9,500.0,13.79
Beans,Sierra Leone,1,50.0,28102.03
Beans,Burkina Faso,4,10.0,675.31
Plantain,South Sudan,9,1000.0,1072.8
Cassava,Guinea,9,50.0,1710.48
Maize,Liberia,12,25.0,63.98
Irish Potato,Algeria,7,25.0,51.62
Onion,Comoros,4,25.0,257.96
Rice,Eritrea,7,250.0,11.81
Coffee,Mauritania,7,250.0,161.07
Rice,Central African Republic,11,50.0,415.13
Plantain,Mauritius,3,25.0,25.81
Tomato,South Africa,5,250.0,11.81
Irish Potato,Sudan,3,250.0,295.65
Tomato,Comoros,3,10.0,286.89
Plantain,Mauritania,10,50.0,16.1
Rice,Botswana,7,500.0,9.4
Cassava,Sierra Leone,7,100.0,4868.03
Irish Potato,Angola,2,500.0,437.78
Beans,Benin,9,500.0,585.45
Cassava,Gambia,4,25.0,17.57
Irish Potato,Equatorial Guinea,12,25.0,335.0
Plantain,Comoros,10,50.0,198.68
Plantain,Central African Republic,11,50.0,267.6
Plantain,Botswana,3,25.0,7.39
Beans,Tanzania,3,250.0,2686.8
Cassava,Ghana,5,25.0,3.77
Coffee,Gabon,2,250.0,2411.98
Cocoa,Mauritania,9,50.0,115.85
Coffee,Seychelles,10,1000.0,42.09
Coffee,Malawi,4,25.0,7009.91
Maize,Rwanda,1,25.0,479.53
Irish Potato,Lesotho,2,25.0,10.2
Plantain,Eswatini,5,1000.0,8.1
Rice,Gabon,9,10.0,410.66
Onion,Burkina Faso,10,100.0,366.77
Coffee,Ghana,4,50.0,61.74
Beans,Angola,1,100.0,1107.2
Maize,Cote d'Ivoire,6,250.0,192.92
Plantain,Botswana,1,25.0,6.55
Cassava,Namibia,10,100.0,3.23
Irish Potato,South Sudan,3,500.0,1635.54
Plantain,Sao Tome and Principe,11,500.0,9.87
Rice,Rwanda,5,500.0,1214.02
Plantain,Kenya,2,250.0,63.6
Onion,South Africa,2,100.0,9.46
Irish Potato,Sierra Leone,11,1000.0,9136.08
Plantain,Nigeria,2,500.0,730.67
Cassava,Tanzania,6,250.0,642.41
Coffee,Chad,9,1000.0,1842.33
Beans,Rwanda,12,500.0,1694.58
Onion,Congo (DRC),6,25.0,1750.12
Cocoa,Liberia,1,10.0,506.23
Cassava,Cote d'Ivoire,11,1000.0,94.43
Plantain,Comoros,11,10.0,201.22
Irish Potato,Guinea-Bissau,2,500.0,286.89
Rice,Eswatini,6,25.0,15.86
Maize,Tunisia,3,25.0,1.01
Beans,Eritrea,5,10.0,14.27
Cocoa,Botswana,6,500.0,44.01
Cassava,Eswatini,3,250.0,3.87
Onion,Tunisia,5,1000.0,1.57
Onion,Somalia,6,500.0,368.48
Beans,Nigeria,8,10.0,1666.44
Tomato,Uganda,8,10.0,3063.31
Cassava,Tunisia,6,25.0,0.71
Onion,Tunisia,3,1000.0,1.39
Coffee,Eswatini,8,250.0,62.6
Onion,Eritrea,1,10.0,7.85
Tomato,Malawi,2,250.0,1045.66
Beans,Seychelles,8,50.0,14.32
Tomato,Algeria,4,25.0,81.12
Plantain,Chad,4,10.0,319.22
Beans,Mozambique,10,250.0,74.57
Cassava,Sierra Leone,12,100.0,4200.68
Cocoa,Malawi,3,10.0,5459.82
Rice,Gambia,12,50.0,52.31
Tomato,Niger,10,500.0,425.58
Beans,Mauritius,2,100.0,51.79
Plantain,Rwanda,5,100.0,649.95
Tomato,Eritrea,10,1000.0,9.04
Onion,Kenya,6,250.0,75.16
Plantain,Kenya,4,50.0,63.75
Irish Potato,Niger,12,10.0,317.37
Beans,Egypt,5,250.0,46.88
Plantain,Mozambique,1,250.0,30.12
Rice,Rwanda,8,250.0,938.64
Maize,Egypt,7,50.0,14.63
Coffee,Ethiopia,11,50.0,403.41
Cassava,Congo (DRC),5,500.0,658.56
Onion,Nigeria,6,10.0,907.5
Cocoa,Angola,11,250.0,2541.52
Cassava,Uganda,7,50.0,838.49
Maize,Cote d'Ivoire,2,250.0,224.24
Tomato,Gabon,11,25.0,476.17
Cocoa,Cabo Verde,7,1000.0,280.76
Cassava,Algeria,2,1000.0,23.5
Cocoa,Ghana,5,500.0,47.25
Beans,Nigeria,11,100.0,1893.36
Plantain,Zimbabwe,2,500.0,12.95
Beans,Cote d'Ivoire,7,10.0,584.63
Beans,Liberia,9,100.0,222.63
Coffee,Mauritius,9,50.0,164.44
Cocoa,Cameroon,7,25.0,2051.25
Irish Potato,Sierra Leone,10,250.0,10556.17
Tomato,Gabon,7,250.0,415.14
Beans,Sudan,7,100.0,641.63
Tomato,Liberia,1,100.0,135.22
Cassava,Gabon,7,50.0,131.11
Beans,Libya,12,100.0,6.2
Irish Potato,Guinea,6,25.0,3624.14
Tomato,Eswatini,4,1000.0,9.34
Rice,Malawi,3,100.0,1589.87
Maize,Cameroon,2,1000.0,192.74
Irish Potato,Mali,3,100.0,313.26
Onion,Lesotho,1,25.0,8.38
Cassava,Mozambique,5,100.0,15.96
Rice,Botswana,12,25.0,10.12
Rice,Mauritania,10,25.0,27.88
Rice,Congo (DRC),9,10.0,2072.29
